,Object_ID,Image_URL,Title,Object_Name,Medium,Classification,Department,Culture,Period,Object_Date,Target
2453,42215,https://images.metmuseum.org/CRDImages/as/web-large/DP-14605-013.jpg,Vase in Shape of Archaic Bronze Vessel,Vase,Soft-paste porcelain (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",18th century,0
2455,554373,https://images.metmuseum.org/CRDImages/eg/web-large/15.10.48-acc.jpg,Funerary Cone Naming a Butler of the God's Hand  Amenirdis Daughter of Kashta,"Cone, Davies 584, Amenirdis, king's daughter, Kashta",Pottery,,Egyptian Art,,Third Intermediate Period,ca. 740–700 B.C.,0
2456,205869,https://images.metmuseum.org/CRDImages/es/web-large/205051.jpg,Snuffbox,Snuffbox,"Hard-paste porcelain, gold",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1740,0
2457,62759,https://images.metmuseum.org/CRDImages/as/web-large/93_3_142.JPG,Tea Jar,Tea jar,Clay covered with a smooth glaze (Sasuma ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),1650,0
2458,326128,https://images.metmuseum.org/CRDImages/an/web-large/ME1972_222_71.jpg,Carinated bowl sherd,Bowl,"Ceramic, bitumen (?)",,Ancient Near Eastern Art,,Middle Bronze Age,ca. early 2nd millennium B.C.,0
2459,558186,https://images.metmuseum.org/CRDImages/eg/web-large/15.2.33_EGDP011238.jpg,Large wavy-handled jar,"Jar, Wavy-handled",Pottery,,Egyptian Art,,Predynastic Period,ca. 3850–2960 B.C.,0
2460,48474,https://images.metmuseum.org/CRDImages/as/web-large/78944.jpg,Horse,Figure,Earthenware,Tomb Pottery,Asian Art,China,Tang dynasty (618–907),7th–9th century,0
2462,205900,https://images.metmuseum.org/CRDImages/es/web-large/DP155629.jpg,Hunting cup with cover,Hunting cup with cover,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1741,0
2464,46058,https://images.metmuseum.org/CRDImages/as/web-large/74083.jpg,Jar in the shape of bronze container (hu),Jar,Earthenware with lead green glaze,Ceramics,Asian Art,China,Han dynasty (206 B.C.–A.D. 220),1st–2nd century,0
2465,195702,https://images.metmuseum.org/CRDImages/es/web-large/66636.jpg,Pair of sauceboats,Sauceboats,porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1775,0
2466,202538,https://images.metmuseum.org/CRDImages/es/web-large/172373.jpg,Cup (part of a service),Cup,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1740,0
2467,450312,https://images.metmuseum.org/CRDImages/is/web-large/LC-40_170_651-TOP_WA.jpg,Fragment of a Bowl,Fragment of a bowl,"Earthenware; reddish buff body, white slip, sgraffito decoration under purplish glaze",Ceramics,Islamic Art,,,9th–10th century,0
2468,478449,https://images.metmuseum.org/CRDImages/md/web-large/cop0260.jpg,Bowl,Bowl,"Earthenware, slip decoration",Ceramics,Medieval Art,Coptic,,4th–7th century,0
2469,205638,https://images.metmuseum.org/CRDImages/es/web-large/DP241205.jpg,Box with eighty-one game counters,Box with cover,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1760,0
2470,444490,https://images.metmuseum.org/CRDImages/is/web-large/wb-91.1.162.JPG,Vase,Vase,Stonepaste; luster-painted,Ceramics,Islamic Art,,,17th century,0
2471,187901,https://images.metmuseum.org/CRDImages/es/web-large/174022.jpg,Wall tile,Wall tile,Tin-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,17th century,0
2472,62665,https://images.metmuseum.org/CRDImages/as/web-large/DP239567.jpg,Bowl with Cross Decoration,Bowl,Stoneware with inlaid design (probably Seto ware),Ceramics,Asian Art,Japan,Edo (1615–1868) or Meiji period (1868–1912),19th century,0
2473,42312,https://images.metmuseum.org/CRDImages/as/web-large/63_177ab.JPG,Small Jar with Cover,Jar,Porcelain,Ceramics,Asian Art,Korea,Joseon dynasty (1392–1910),19th century,0
2475,49391,https://images.metmuseum.org/CRDImages/as/web-large/DP109330.jpg,Plate with Design of Fans,Plate,"Porcelain with overglaze enamels (Hizen ware, Ko Kutani style)",Ceramics,Asian Art,Japan,Edo period (1615–1868),ca. 1650,0
2476,52246,https://images.metmuseum.org/CRDImages/as/web-large/DP220285.jpg,Dish with Landscape and Figures,Dish,"Porcelain with underglaze blue decoration (Hizen ware, Imari type)",Ceramics,Asian Art,Japan,Edo period (1615–1868),late 17th century,0
2477,308417,https://images.metmuseum.org/CRDImages/ao/web-large/63.231.2.JPG,Stirrup spout bottle with figure with llama headdress,Bottle,"Ceramic, slip",Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,3rd–6th century,0
2479,314204,https://images.metmuseum.org/CRDImages/ao/web-large/DP23085.jpg,Female Figure,Female figure,Ceramic,Ceramics-Sculpture,The Michael C. Rockefeller Wing,Valdivia,,late 3rd millennium B.C.,0
2480,449404,https://images.metmuseum.org/CRDImages/is/web-large/sf38-40-194a.jpg,Jug,Jug,"Earthenware; slip covered and incised, unglazed",Ceramics,Islamic Art,,,late 8th–early 9th century,0
2481,452475,https://images.metmuseum.org/CRDImages/is/web-large/sf1973-79-55a.jpg,Fragment,Fragment,Stonepaste; painted under transparent glaze,Ceramics,Islamic Art,,,13th–16th century,0
2484,47126,https://images.metmuseum.org/CRDImages/as/web-large/30435.jpg,Saucer,Saucer,White porcelain decorated with blue under the glaze (Hirado ware),Ceramics,Asian Art,Japan,Edo period (1615–1868),1780,0
2485,447453,https://images.metmuseum.org/CRDImages/is/web-large/sf21-173-34a.jpg,Water Filter,Water filter,Earthenware,Ceramics,Islamic Art,,,10th–12th century,0
2486,471759,https://images.metmuseum.org/CRDImages/cl/web-large/cdi56-171-95.jpg,Pharmacy Jar,Pharmacy jar,Tin-glazed earthenware,Ceramics,The Cloisters,Spanish,,1435–1465,0
2487,324415,https://images.metmuseum.org/CRDImages/an/web-large/ME55_60_1.jpg,Cup decorated with horned animals,Cup,"Ceramic, paint",,Ancient Near Eastern Art,,Chalcolithic,ca. 4000-3600 B.C.,0
2488,197919,https://images.metmuseum.org/CRDImages/es/web-large/110885.jpg,Plate (assiette à palmes) (1 of 102) (part of a service),Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,possibly 1772,0
2489,560640,https://images.metmuseum.org/CRDImages/eg/web-large/bw04.2.353.jpg,Funerary Cone of the Royal Cup-Bearer Nefretper,"Cone, circular impression, Nefretper, cup-bearer",Pottery,,Egyptian Art,,New Kingdom,ca. 1550–1295 B.C.,0
2490,203349,https://images.metmuseum.org/CRDImages/es/web-large/DP-15275-109.jpg,Monkey as organ player,Figure,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1756,0
2491,454615,https://images.metmuseum.org/CRDImages/is/web-large/40_170_456_F_O4_sf.jpg,Fragment of a Bowl,Fragment,Porcelain,Ceramics,Islamic Art,,,9th–10th century,0
2492,187810,https://images.metmuseum.org/CRDImages/es/web-large/25291.jpg,Tray (part of a set),Tray,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1740–50,0
2493,42389,https://images.metmuseum.org/CRDImages/as/web-large/DP264294.jpg,Vase with King Wen Visiting the Scholar Jiang Taigong,Vase,Porcelain painted with cobalt blue under and colored enamels over transparent glaze (Jingdezhen ware),Ceramics,Asian Art,China,"Ming dynasty (1368–1644), Shunzhi period (1644–61)",mid-17th century,0
2494,477326,https://images.metmuseum.org/CRDImages/md/web-large/cop0191s1.jpg,Jar with Spout,Jar,Earthenware,Ceramics,Medieval Art,Coptic,,4th–7th century,0
2495,37438,https://images.metmuseum.org/CRDImages/as/web-large/1984_498_2_237966.jpg,Vase with Cover,Vase with cover,Stoneware (Khmer ware),Ceramics,Asian Art,Thailand,Angkor period,late 11th–12th century,0
2496,42203,https://images.metmuseum.org/CRDImages/as/web-large/DP-14605-146.jpg,Vase with Flowers and Scholar’s Implements,Vase,Porcelain covered with powdered blue glaze and painted with cobalt blue under transparent glaze (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",early 18th century,0
2499,50884,https://images.metmuseum.org/CRDImages/as/web-large/79_2_121_O1_sf.jpg,Vase,Vase,Porcelain with crackled glaze and yellow enamel overglaze,Ceramics,Asian Art,China,Qing dynasty (1644–1911),late 18th–first half of the 19th century,0
2500,203591,https://images.metmuseum.org/CRDImages/es/web-large/210283.jpg,Wall bracket,Wall bracket,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1752–55,0
2501,46261,https://images.metmuseum.org/CRDImages/as/web-large/86654.jpg,Bowl with floral pattern,Bowl,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),Ceramics,Asian Art,China,Qing dynasty (1644–1911),19th century,0
2502,49281,https://images.metmuseum.org/CRDImages/as/web-large/2002_447_26.JPG,Dish in the Shape of an Arrow's Fletching,Dish,"Stoneware with underglaze iron brown and copper-green glaze (Mino ware, Oribe type)",Ceramics,Asian Art,Japan,Momoyama period (1573–1615),early 17th century,0
2503,236932,https://images.metmuseum.org/CRDImages/es/web-large/SF64_101_1646-1657_img1.jpg,Knife,Knife,"Hard-paste porcelain, steel",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1730,0
2504,208438,https://images.metmuseum.org/CRDImages/es/web-large/260344.jpg,Teapot,Teapot,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1765,0
2505,474533,https://images.metmuseum.org/CRDImages/md/web-large/sf12-180-118_119s1.jpg,Ostrakon,Ostrakon,Pottery fragment with ink inscription,Ceramics,Medieval Art,Coptic,,7th century,0
2506,188978,https://images.metmuseum.org/CRDImages/es/web-large/LC-06_333a.jpg,Plaque (one of a pair),Plaque,White enameled earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1755,0
2507,4576,https://images.metmuseum.org/CRDImages/ad/web-large/DP225413.jpg,Pitcher,Pitcher,Stoneware,,The American Wing,American,,1848–80,0
2508,209352,https://images.metmuseum.org/CRDImages/es/web-large/DP-20013-001.jpg,Sugar bowl (one of four) (part of a service),Sugar bowl,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1767,0
2509,558251,https://images.metmuseum.org/CRDImages/eg/web-large/10.130.1172_EGDP010421.jpg,Jar decorated with checkerboard pattern,"Jar, Decorated ware","Pottery, paint",,Egyptian Art,,Predynastic Period,ca. 3850–2960 B.C.,0
2510,204097,https://images.metmuseum.org/CRDImages/es/web-large/219714.jpg,Teabowl and saucer,Teabowl and saucer,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1770,0
2511,199063,https://images.metmuseum.org/CRDImages/es/web-large/DP-1372-013.jpg,Diana with hound,Figure,Lead-glazed earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1780–90,0
2512,210157,https://images.metmuseum.org/CRDImages/es/web-large/DP241979.jpg,Figure mounted as a candelabrum (one of a pair),Candelabrum,"Soft-paste porcelain decorated in polychrome enamels, gold; gilt bronze mounts",Ceramics-Porcelain,European Sculpture and Decorative Arts,,,"figures ca. 1730–40, mounts ca. 1745–50",0
2513,207087,https://images.metmuseum.org/CRDImages/es/web-large/ES6321.jpg,Pas de Trois,Group,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1763,0
2514,203260,https://images.metmuseum.org/CRDImages/es/web-large/184035.jpg,Bénetier,Bénetier,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1770,0
2515,197361,https://images.metmuseum.org/CRDImages/es/web-large/94243.jpg,Street sweeper,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1768–78,0
2517,50813,https://images.metmuseum.org/CRDImages/as/web-large/79_2_89_O1_sf.jpg,Vase,Vase,Porcelain with coral red glaze (Jingdezhen ware),Ceramics,Asian Art,China,Qing dynasty (1644–1911),18th century,0
2518,50960,https://images.metmuseum.org/CRDImages/as/web-large/28411.jpg,Covered Ewer,Covered ewer,"Porcelain with a clear glaze, Dehua ware (blanc de chine)",Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",early 18th century,0
2519,52968,https://images.metmuseum.org/CRDImages/as/web-large/49_37_145289.jpg,Bowl with floral sprays,Bowl,Porcelain painted with overglaze enamels (Jingdezhen ware),Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Qianlong mark and period (1736–95)",,0
2520,207048,https://images.metmuseum.org/CRDImages/es/web-large/ES4597.jpg,Kazan Tartar Woman,Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,ca. 1780–1800,0
2521,459198,https://images.metmuseum.org/CRDImages/rl/web-large/DT740.jpg,Armorial Plate (tondino): The story of King Midas,Plate,Maiolica (tin-glazed earthenware),Ceramics-Pottery,Robert Lehman Collection,,,ca. 1520–25,0
2522,667261,https://images.metmuseum.org/CRDImages/as/web-large/DP702981.jpg,Clove boiler,Clove boiler,Kiyomizu ware,Ceramics,Asian Art,Japan,Edo period (1615–1868),18th century,0
2523,58096,https://images.metmuseum.org/CRDImages/as/web-large/29_100_679_O1_sf.jpg,Document Box with Design of Chinese Children at Play,Document box,"Colored lacquer, gold and silver foil, mother-of-pearl, ivory, tortoiseshell, and ceramic on black lacquer",Lacquer,Asian Art,Japan,Edo period (1615–1868),19th century,0
2524,324681,https://images.metmuseum.org/CRDImages/an/web-large/HB57_66_2.jpg,Peg,Peg,"Ceramic, glazed",,Ancient Near Eastern Art,Elamite,Middle Elamite,ca. 1340–1300 B.C.,0
2525,771004,https://images.metmuseum.org/CRDImages/es/web-large/DP-16489-130.jpg,Saucer,Saucer,Bone china,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1877,0
2526,50994,https://images.metmuseum.org/CRDImages/as/web-large/76117.jpg,Water Coupe,Water coupe,Porcelain with incised decoration under peachbloom glaze,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi mark and period (1662–1722)",,0
2527,309301,https://images.metmuseum.org/CRDImages/ao/web-large/65.266.3.JPG,Stirrup Spout Bottle with Scrolls,Bottle,"Ceramic, slip, pigment",Ceramics-Containers,The Michael C. Rockefeller Wing,Moche,,5th–7th century,0
2528,452708,https://images.metmuseum.org/CRDImages/is/web-large/sf1975-31-3a.jpg,Fragment of a Bowl,Fragment of a bowl,Stonepaste; painted under transparent glaze,Ceramics,Islamic Art,,,probably 13th–16th century,0
2529,324644,https://images.metmuseum.org/CRDImages/an/web-large/ME57_27_51.jpg,Bowl sherd,Bowl,Ceramic,,Ancient Near Eastern Art,Babylonian,Neo-Babylonian,ca. 6th century B.C.,0
2530,449599,https://images.metmuseum.org/CRDImages/is/web-large/DP251467.jpg,Fragment of a Frieze,Frieze fragment,"Terracotta; carved, painted",Ceramics,Islamic Art,,,11th century,0
2531,49381,https://images.metmuseum.org/CRDImages/as/web-large/LC-2000_662_7al_027-1.jpg,Set of twelve zodiac animals,Figures,Earthenware with white slip,Ceramics,Asian Art,China,Tang dynasty (618–907),8th century,0
2532,205901,https://images.metmuseum.org/CRDImages/es/web-large/205077.jpg,Indian parrot (one of a pair),Figure,Hard-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1741,0
2533,46207,https://images.metmuseum.org/CRDImages/as/web-large/86685.jpg,Bowl with floral pattern,Bowl,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market ),Ceramics,Asian Art,China,Qing dynasty (1644–1911),19th century,0
2534,446843,https://images.metmuseum.org/CRDImages/is/web-large/sf16-67-4a.jpg,Jar,Jar,Earthenware; unglazed,Ceramics,Islamic Art,,,11th–12th century,0
2535,474619,https://images.metmuseum.org/CRDImages/md/web-large/sf12-180-209abs1.jpg,Ostrakon,Ostrakon,Pottery fragments with ink inscription,Ceramics,Medieval Art,Coptic,,7th century,0
2536,451397,https://images.metmuseum.org/CRDImages/is/web-large/Cjug57.51.16.jpg,"Ewer with Molded Inscriptions, Animals, and Dancers",Ewer,"Stonepaste; molded, monochrome glazed",Ceramics,Islamic Art,,,last quarter 11th or 12th century,0
2537,6043,https://images.metmuseum.org/CRDImages/ad/web-large/138307.jpg,Plate,Plate,"Earthenware, lusterware",,The American Wing,British,,ca. 1800,0
2538,206455,https://images.metmuseum.org/CRDImages/es/web-large/ES6202.jpg,Plate (assiette à palmes) (one of four) (part of a service),Plate,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1771,0
2539,205379,https://images.metmuseum.org/CRDImages/es/web-large/DP-1143-023.jpg,Jug,Jug,Lustered earthenware,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1815,0
2540,811907,https://images.metmuseum.org/CRDImages/es/web-large/DP-15679-236.jpg,Dish (one of a pair),Dish,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1744–83,0
2541,194894,https://images.metmuseum.org/CRDImages/es/web-large/49940.jpg,Saucer,Saucer,Soft-paste porcelain,Ceramics-Porcelain,European Sculpture and Decorative Arts,,,1760 (?),0
2542,202575,https://images.metmuseum.org/CRDImages/es/web-large/173086.jpg,Dish,Dish,Hard-paste porcelain,Ceramics-Porcelain-Export,European Sculpture and Decorative Arts,,,ca. 1750–60,0
2544,547523,https://images.metmuseum.org/CRDImages/eg/web-large/07.228.55_EGDP010437.jpg,Vessel in shape of bird,"Vessel, bird-shaped",Pottery,,Egyptian Art,,Predynastic Period,ca. 4500–4000 B.C. (?),0
2546,455243,https://images.metmuseum.org/CRDImages/is/web-large/sf08-184-48b.jpg,Fragment of a Bowl,Fragment,Stonepaste; polychrome painted under transparent glaze,Ceramics,Islamic Art,,,14th century,0
2547,191731,https://images.metmuseum.org/CRDImages/es/web-large/SF11_93_3_img1.jpg,Ewer (Schnabelkanne),Ewer,Glazed stoneware; pewter,Ceramics-Pottery,European Sculpture and Decorative Arts,,,ca. 1595,0
2548,448276,https://images.metmuseum.org/CRDImages/is/web-large/sf29-160-18b.jpg,Bowl,Bowl,Earthenware; glazed,Ceramics,Islamic Art,,,12th–13th century,0
2549,46154,https://images.metmuseum.org/CRDImages/as/web-large/20943.jpg,Miniature Bottle,Bottle,Porcelain,Ceramics,Asian Art,China,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",,0
2550,451858,https://images.metmuseum.org/CRDImages/is/web-large/sf66-95-5.jpg,"Tile, Half Star",Star-shaped tile fragment,Stonepaste; luster-painted on an opaque white glaze under a transparent colorless glaze,Ceramics-Tiles,Islamic Art,,,13th century,0
